360.0000000   432.000000   0.000000
16.666667   0.000000   0.000000   0.000000   0.000000   -0.000000   0.000000
33.333333   0.000000   0.000000   0.000000   0.000000   -0.000000   -0.029722
50.000000   0.000000   0.000000   0.000000   0.000000   -0.000000   -0.115493
66.666667   0.000000   0.000000   0.000000   0.000000   -0.000000   -0.252216
83.333333   0.000000   0.000000   0.000000   0.000000   -0.000000   -0.434797
100.000000   0.000000   0.000000   0.000000   0.000000   -0.000000   -0.658140
116.666667   0.000000   0.000000   0.000000   0.000000   -0.000000   -0.917150
133.333333   0.000000   0.000000   0.000000   0.000000   -0.000000   -1.206732
150.000000   0.000000   0.000000   0.000000   0.000000   -0.000000   -1.521790
166.666667   0.000000   0.000000   0.000000   0.000000   -0.000000   -1.857229
183.333333   0.000000   0.000000   0.000000   0.000000   -0.000000   -2.207953
200.000000   0.000000   0.000000   0.000000   0.000000   -0.000000   -2.568869
216.666667   0.000000   0.000000   0.000000   0.000000   -0.000000   -2.934880
233.333333   0.000000   0.000000   0.000000   0.000000   -0.000000   -3.300891
250.000000   0.000000   0.000000   0.000000   0.000000   -0.000000   -3.661806
266.666667   0.000000   0.000000   0.000000   0.000000   -0.000000   -4.012531
283.333333   0.000000   0.000000   0.000000   0.000000   -0.000000   -4.347970
300.000000   0.000000   0.000000   0.000000   0.000000   -0.000000   -4.663029
316.666667   0.000000   0.000000   0.000000   0.000000   -0.000000   -4.952610
333.333333   0.000000   0.000000   0.000000   0.000000   -0.000000   -5.211620
350.000000   0.000000   0.000000   0.000000   0.000000   -0.000000   -5.434963
366.666667   0.000000   0.000000   0.000000   0.000000   -0.000000   -5.617543
383.333333   0.000000   0.000000   0.000000   0.000000   -0.000000   -5.754266
400.000000   0.000000   0.000000   0.000000   0.000000   -0.000000   -5.840037
416.666667   0.000000   0.000000   0.000000   0.000000   -0.000000   -5.869760
433.333333   0.000000   0.000000   0.000000   0.000000   -0.000000   -5.793056
450.000000   0.000000   0.000000   0.000000   0.000000   -0.000000   -5.571349
466.666667   0.000000   0.000000   0.000000   0.000000   -0.000000   -5.217249
483.333333   0.000000   0.000000   0.000000   0.000000   -0.000000   -4.743364
500.000000   0.000000   0.000000   0.000000   0.000000   -0.000000   -4.162304
516.666667   0.000000   0.000000   0.000000   0.000000   -0.000000   -3.486678
533.333333   0.000000   0.000000   0.000000   0.000000   -0.000000   -2.729093
550.000000   0.000000   0.000000   0.000000   0.000000   -0.000000   -1.902159
566.666667   0.000000   0.000000   0.000000   0.000000   -0.000000   -1.018485
583.333333   0.000000   0.000000   0.000000   0.000000   -0.000000   -0.090680
600.000000   0.000000   0.000000   0.000000   0.000000   -0.000000   0.868646
616.666667   0.000000   0.000000   0.000000   0.000000   -0.000000   1.846887
633.333333   0.000000   0.000000   0.000000   0.000000   -0.000000   2.831432
650.000000   0.000000   0.000000   0.000000   0.000000   -0.000000   3.809673
666.666667   0.000000   0.000000   0.000000   0.000000   -0.000000   4.768999
683.333333   0.000000   0.000000   0.000000   0.000000   -0.000000   5.696804
700.000000   0.000000   0.000000   0.000000   0.000000   -0.000000   6.580478
716.666667   0.000000   0.000000   0.000000   0.000000   -0.000000   7.407412
733.333333   0.000000   0.000000   0.000000   0.000000   -0.000000   8.164998
750.000000   0.000000   0.000000   0.000000   0.000000   -0.000000   8.840626
766.666667   0.000000   0.000000   0.000000   0.000000   -0.000000   9.421686
783.333333   0.000000   0.000000   0.000000   0.000000   -0.000000   9.895568
800.000000   0.000000   0.000000   0.000000   0.000000   -0.000000   10.249669
816.666667   0.000000   0.000000   0.000000   0.000000   -0.000000   10.471377
833.333333   0.000000   0.000000   0.000000   0.000000   -0.000000   10.548080
850.000000   0.000000   0.000000   0.000000   0.000000   -0.000000   10.459562
866.666667   0.000000   0.000000   0.000000   0.000000   -0.000000   10.203707
883.333333   0.000000   0.000000   0.000000   0.000000   -0.000000   9.795068
900.000000   0.000000   0.000000   0.000000   0.000000   -0.000000   9.248193
916.666667   0.000000   0.000000   0.000000   0.000000   -0.000000   8.577637
933.333333   0.000000   0.000000   0.000000   0.000000   -0.000000   7.797948
950.000000   0.000000   0.000000   0.000000   0.000000   -0.000000   6.923677
966.666667   0.000000   0.000000   0.000000   0.000000   -0.000000   5.969376
983.333333   0.000000   0.000000   0.000000   0.000000   -0.000000   4.949596
1000.000000   0.000000   0.000000   0.000000   0.000000   -0.000000   3.878887
1016.666667   0.000000   0.000000   0.000000   0.000000   -0.000000   2.771803
1033.333333   0.000000   0.000000   0.000000   0.000000   -0.000000   1.642891
1050.000000   0.000000   0.000000   0.000000   0.000000   -0.000000   0.506704
1066.666667   0.000000   0.000000   0.000000   0.000000   -0.000000   -0.622208
1083.333333   0.000000   0.000000   0.000000   0.000000   -0.000000   -1.729295
1100.000000   0.000000   0.000000   0.000000   0.000000   -0.000000   -2.800001
1116.666667   0.000000   0.000000   0.000000   0.000000   -0.000000   -3.819782
1133.333333   0.000000   0.000000   0.000000   0.000000   -0.000000   -4.774083
1150.000000   0.000000   0.000000   0.000000   0.000000   -0.000000   -5.648351
1166.666667   0.000000   0.000000   0.000000   0.000000   -0.000000   -6.428041
1183.333333   0.000000   0.000000   0.000000   0.000000   -0.000000   -7.098599
1200.000000   0.000000   0.000000   0.000000   0.000000   -0.000000   -7.645471
1216.666667   0.000000   0.000000   0.000000   0.000000   -0.000000   -8.054111
1233.333333   0.000000   0.000000   0.000000   0.000000   -0.000000   -8.309963
1250.000000   0.000000   0.000000   0.000000   0.000000   -0.000000   -8.398483
1266.666667   0.000000   0.000000   0.000000   0.000000   -0.000000   -8.314972
1283.333333   0.000000   0.000000   0.000000   0.000000   -0.000000   -8.073592
1300.000000   0.000000   0.000000   0.000000   0.000000   -0.000000   -7.688068
1316.666667   0.000000   0.000000   0.000000   0.000000   -0.000000   -7.172131
1333.333333   0.000000   0.000000   0.000000   0.000000   -0.000000   -6.539508
1350.000000   0.000000   0.000000   0.000000   0.000000   -0.000000   -5.803926
1366.666667   0.000000   0.000000   0.000000   0.000000   -0.000000   -4.979114
1383.333333   0.000000   0.000000   0.000000   0.000000   -0.000000   -4.078798
1400.000000   0.000000   0.000000   0.000000   0.000000   -0.000000   -3.116707
